area_id,survey_id,iso3,survyear,period,tips,births,pys,asfr,survtype,age_group
BEN_1_8fr,BEN2014MICS,BEN,2014,2000,13,0,4.13288511793227,0,MICS,Y035_039
BEN_1_9dz,BEN2014MICS,BEN,2014,2000,13,0.572473000175307,4.52367040971861,0.126550554820575,MICS,Y035_039
BEN_1_10oz,BEN2014MICS,BEN,2014,2001,13,43.2428916232422,249.906582404528,0.173036225005247,MICS,Y015_019
BEN_1_11oz,BEN2014MICS,BEN,2014,2001,13,15.4986866247461,91.6661468714041,0.169077540114005,MICS,Y015_019
BEN_1_12ct,BEN2014MICS,BEN,2014,2001,13,36.7287061912474,156.164557458655,0.235192330378622,MICS,Y015_019
BEN_1_1gz,BEN2014MICS,BEN,2014,2001,13,6.58710040201716,127.236972658964,0.0517703326663762,MICS,Y015_019
BEN_1_2ys,BEN2014MICS,BEN,2014,2001,13,20.242953186199,114.148016037455,0.177339509602661,MICS,Y015_019
BEN_1_3xj,BEN2014MICS,BEN,2014,2001,13,7.94077302243169,134.918685813816,0.0588559914776352,MICS,Y015_019
BEN_1_4qu,BEN2014MICS,BEN,2014,2001,13,8.17515882250346,105.748623155717,0.0773074729348051,MICS,Y015_019
BEN_1_5vw,BEN2014MICS,BEN,2014,2001,13,9.03024104276532,114.807480682657,0.0786555108523465,MICS,Y015_019
BEN_1_6yg,BEN2014MICS,BEN,2014,2001,13,25.7234442278772,133.202189474957,0.193115776319228,MICS,Y015_019
BEN_1_7ra,BEN2014MICS,BEN,2014,2001,13,20.4845300962729,109.424397221842,0.1872025856788,MICS,Y015_019
BEN_1_8fr,BEN2014MICS,BEN,2014,2001,13,23.1098863770769,181.706847866477,0.127182253439665,MICS,Y015_019
BEN_1_9dz,BEN2014MICS,BEN,2014,2001,13,12.2256192337438,81.2209931440388,0.150522897596963,MICS,Y015_019
BEN_1_10oz,BEN2014MICS,BEN,2014,2001,13,39.6695691121479,185.998806389041,0.213278621956174,MICS,Y020_024
BEN_1_11oz,BEN2014MICS,BEN,2014,2001,13,16.2046599649623,85.2058896419258,0.190182392708553,MICS,Y020_024
BEN_1_12ct,BEN2014MICS,BEN,2014,2001,13,48.1521729147456,162.105280362141,0.297042593598273,MICS,Y020_024
BEN_1_1gz,BEN2014MICS,BEN,2014,2001,13,40.0639289522687,127.49648069571,0.314235567394896,MICS,Y020_024
BEN_1_2ys,BEN2014MICS,BEN,2014,2001,13,27.4299137383998,74.1682857985458,0.369833459720295,MICS,Y020_024
