survey_id,country,survyear,area_id,period,tips,births,pys,asfr,age_group
CMR2017PHIA,Cameroon,2017,CMR_3_76,2017,0,2.7742270413499748,10.609996635406452,0.26147294261075876,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_77,2017,0,5.031172283244938,10.9794634615778,0.4582348036269101,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_78,2017,0,0.9614576066042758,10.003015577358529,0.09611677590310877,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_79,2017,0,2.875273961125754,8.264996201113963,0.34788569663688684,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_80,2017,0,0,0.992099211194399,0,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_81,2017,0,0.7768113279664667,3.90012727623294,0.199175891694687,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_82,2017,0,1.5173673853436873,3.272195258396671,0.4637154159581466,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_83,2017,0,0,4.657671097454918,0,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_84,2017,0,3.0837537147767122,8.193646711288686,0.3763591259711152,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_85,2017,0,0.5373713215012115,1.1589644951120084,0.46366504217135407,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_86,2017,0,5.062315678882993,27.46470577330154,0.1843207686500714,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_87,2017,0,1.5167058453250994,5.948786039934756,0.2549605642467743,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_88,2017,0,7.226534221718808,10.398241179436116,0.6949765923885499,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_58,2017,0,2.5910759531163228,11.467822238122455,0.22594315636519155,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_60,2017,0,5.582224003849886,15.773162072355342,0.35390646328509545,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_61,2017,0,4.071800075155184,12.694430290867338,0.3207548493203771,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_62,2017,0,5.120498696238835,12.47021700224658,0.4106182510950971,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_63,2017,0,0.508972312564906,2.0703287610220973,0.24584129928892662,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_64,2017,0,1.2653755317902318,3.3743347514406175,0.37500000000000006,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_66,2017,0,2.369387494627002,13.965490516697322,0.16966016995923858,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_67,2017,0,4.3384963695374825,24.92663676556087,0.1740506114138765,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_68,2017,0,2.3656438157169797,6.192409216649206,0.38202317271872105,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_70,2017,0,0,3.5884727538069674,0,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_71,2017,0,1.6584736422665738,9.140802837556707,0.18143632148506944,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_72,2017,0,0.9997627580391486,6.494734296072677,0.15393435858395293,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_73,2017,0,0.6419940732092471,6.461538950276085,0.0993562181006146,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_74,2017,0,1.9931548540900712,10.043540580578195,0.1984514164202568,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_75,2017,0,0.9264988794166473,2.914281255809436,0.3179167685238788,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_76,2017,0,2.1798798281892102,9.775941497598144,0.22298413188384833,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_77,2017,0,1.5379965604394323,13.38545067143676,0.11490061845443623,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_78,2017,0,2.303733393619898,10.97091011265093,0.20998562288495867,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_79,2017,0,0.6353737021239773,5.354902209860404,0.11865271805599242,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_80,2017,0,2.748473387173137,3.400798331584353,0.8081847611036339,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_81,2017,0,2.586290538049572,7.448191051429349,0.3472374057259512,Y025_029
CMR2017PHIA,Cameroon,2017,CMR_3_82,2017,0,1.442585722545583,3.7224758452987743,0.38753393776012474,Y025_029
