survey_id,country,survyear,area_id1,period,tips,births,pys,asfr,age_group
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_06vp,2017,0,3.525399080238452,29.733679594998815,0.1185658528731648,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_07ms,2017,0,4.0919744993248095,24.40058294743554,0.1676998663572859,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_08fi,2017,0,0.8182085021031001,4.5488923275472395,0.1798698327388808,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_09mb,2017,0,1.715578467776096,19.452290210191162,0.08819416373282848,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_10eg,2017,0,0.9517897762273406,4.6105998565418265,0.20643512901621203,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_11jl,2017,0,11.246645912938092,62.899702622621405,0.17880284713608996,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_12us,2017,0,5.350505566984937,15.4172083871606,0.34704762578423864,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_13oh,2017,0,7.181371247797647,31.116262643524806,0.23079157449174145,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_14jp,2017,0,9.050595409069677,35.18234697412495,0.2572481993803878,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_15yu,2017,0,0,15.376265890124111,0,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_16yk,2017,0,4.089208980923083,41.06096684757141,0.09958871636177617,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_17ut,2017,0,5.328685982147386,26.160120261305746,0.20369501091435013,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_18pr,2017,0,15.210155916588883,67.96925973721066,0.22377992603414928,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_19xj,2017,0,2.258875126313395,11.55853908618089,0.19542912036470522,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_20yp,2017,0,8.896384373824114,32.054323571364534,0.27754085510547555,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_21xi,2017,0,4.372396471763914,11.109528762252497,0.3935717315589717,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_22uh,2017,0,2.4793977200207746,34.086009892013244,0.07273945316203545,Y020_024
